DAY,REGION,CUSTOMER_TYPE,BATTERY_ACTION,ACTION_COUNT,TOTAL_IMPORT_KWH,TOTAL_EXPORT_KWH,TOTAL_IMPORT_COST_EUR,TOTAL_EXPORT_REVENUE_EUR,TOTAL_NET_MARGIN_EUR,TOTAL_CUSTOMER_MARGIN_EUR,TOTAL_EPOWER_MARGIN_EUR
2026-04-24,South,Privatkunde,MAX_CHARGE,17535,74509.2,0,-1152.8517,0,1152.8517,806.9568,345.8243
2026-04-24,South,Privatkunde,SELF_CONSUME,40080,24018.2,31404.2,2487.5457,3626.7307,1139.185,797.4469,341.7349
2026-04-24,West,Gewerbekunde,CHARGE,948,2726.6,73,32.7423,4.1554,-28.5869,-20.0099,-8.5723
2026-04-24,West,Gewerbekunde,DISCHARGE,1185,92.6,3634.5,14.0036,516.7218,502.7182,351.899,150.8215
2026-04-24,West,Gewerbekunde,MAX_CHARGE,1659,7013.9,0,-108.3101,0,108.3101,75.8131,32.4896
2026-04-24,West,Gewerbekunde,SELF_CONSUME,3792,2386.5,2905.3,247.5817,335.9746,88.3929,61.8754,26.5195
2026-04-24,West,Kleingewerbe,CHARGE,2568,7337.4,222.5,88.4126,12.6377,-75.7749,-53.042,-22.7242
2026-04-24,West,Kleingewerbe,DISCHARGE,3210,269.2,9956.3,40.4524,1415.0437,1374.5913,962.2033,412.3932
2026-04-24,West,Kleingewerbe,MAX_CHARGE,4494,19188,0,-295.9858,0,295.9858,207.1814,88.7876
2026-04-24,West,Kleingewerbe,SELF_CONSUME,10272,6284.6,7971.2,651.1775,919.8221,268.6446,188.0536,80.5939
2026-04-24,West,Privatkunde,CHARGE,10860,30988.7,883,375.1306,50.2087,-324.9219,-227.4458,-97.4402
2026-04-24,West,Privatkunde,DISCHARGE,13575,1034.7,41798.6,155.5049,5944.6765,5789.1716,4052.3745,1736.8179
2026-04-24,West,Privatkunde,MAX_CHARGE,19005,80811.6,0,-1250.2863,0,1250.2863,875.1551,375.0542
2026-04-24,West,Privatkunde,SELF_CONSUME,43440,25961,34210.4,2690.9766,3951.9454,1260.9688,882.6993,378.2758
2026-04-25,East,Gewerbekunde,CHARGE,660,1437.6,92.1,37.1748,5.4062,-31.7686,-22.2366,-9.5304
2026-04-25,East,Gewerbekunde,MAX_CHARGE,1628,6822,0,-531.4443,0,531.4443,372.0074,159.432
2026-04-25,East,Gewerbekunde,SELF_CONSUME,1936,1348,618.7,111.6816,52.3722,-59.3094,-41.5186,-17.7919
2026-04-25,East,Kleingewerbe,CHARGE,2265,5109.6,290,130.6522,17.3545,-113.2977,-79.3058,-33.9881
2026-04-25,East,Kleingewerbe,MAX_CHARGE,5587,23403.6,0,-1818.6163,0,1818.6163,1273.0179,545.5775
2026-04-25,East,Kleingewerbe,SELF_CONSUME,6644,4715.2,2109.2,392.8228,177.6716,-215.1512,-150.6123,-64.5477
2026-04-25,East,Privatkunde,CHARGE,9195,20661.3,1197.1,532.2005,71.6826,-460.5179,-322.3483,-138.1625
2026-04-25,East,Privatkunde,MAX_CHARGE,22681,95166.3,0,-7398.6648,0,7398.6648,5179.0202,2219.5764
2026-04-25,East,Privatkunde,SELF_CONSUME,26972,19340.4,8332.9,1610.0631,702.7442,-907.3189,-635.1453,-272.1874
2026-04-25,North,Gewerbekunde,CHARGE,1005,2217.2,138.5,56.416,8.1605,-48.2555,-33.7774,-14.477
2026-04-25,North,Gewerbekunde,MAX_CHARGE,2479,10360.3,0,-801.1163,0,801.1163,560.7761,240.3335
2026-04-25,North,Gewerbekunde,SELF_CONSUME,2948,2081.3,981.1,173.0345,83.3564,-89.6781,-62.778,-26.9055
2026-04-25,North,Kleingewerbe,CHARGE,2415,5389.3,335.7,137.5159,20.1029,-117.413,-82.1886,-35.2271
2026-04-25,North,Kleingewerbe,MAX_CHARGE,5957,24989.5,0,-1943.8736,0,1943.8736,1360.7008,583.1604
2026-04-25,North,Kleingewerbe,SELF_CONSUME,7084,4884,2291.9,406.9676,192.6386,-214.329,-150.0363,-64.297
2026-04-25,North,Privatkunde,CHARGE,10290,23356.9,1335.8,598.5528,80.0584,-518.4944,-362.9328,-155.5532
2026-04-25,North,Privatkunde,MAX_CHARGE,25382,106701.5,0,-8284.2011,0,8284.2011,5798.8948,2485.2324
2026-04-25,North,Privatkunde,SELF_CONSUME,30184,21449.6,9620.2,1786.9822,810.439,-976.5432,-683.6008,-292.9631
2026-04-25,South,Gewerbekunde,CHARGE,1125,2513.8,149.7,64.7848,8.9747,-55.8101,-39.0656,-16.7439
2026-04-25,South,Gewerbekunde,MAX_CHARGE,2775,11609,0,-910.2735,0,910.2735,637.1864,273.0777
2026-04-25,South,Gewerbekunde,SELF_CONSUME,3300,2326,1018.3,193.5658,86.0014,-107.5644,-75.2981,-32.2686
2026-04-25,South,Kleingewerbe,CHARGE,3180,7113.6,420.3,183.0599,24.8715,-158.1884,-110.7236,-47.4596
2026-04-25,South,Kleingewerbe,MAX_CHARGE,7844,32861.7,0,-2557.2517,0,2557.2517,1790.0578,767.1703
2026-04-25,South,Kleingewerbe,SELF_CONSUME,9328,6567.9,2887.7,543.1976,244.2345,-298.9631,-209.2782,-89.6947
2026-04-25,South,Privatkunde,CHARGE,12525,28153,1630.8,723.2346,97.6725,-625.5621,-437.881,-187.6745
2026-04-25,South,Privatkunde,MAX_CHARGE,30895,129350.8,0,-10093.2713,0,10093.2713,7065.2309,3027.9546
2026-04-25,South,Privatkunde,SELF_CONSUME,36740,25938.6,11614.8,2161.7142,979.7489,-1181.9653,-827.4088,-354.5978
2026-04-25,West,Gewerbekunde,CHARGE,1185,2680.9,163,67.9238,9.7951,-58.1287,-40.6887,-17.4397
2026-04-25,West,Gewerbekunde,MAX_CHARGE,2923,12224.1,0,-956.1006,0,956.1006,669.265,286.8275
2026-04-25,West,Gewerbekunde,SELF_CONSUME,3476,2385,1116.6,198.9293,93.7842,-105.1451,-73.6062,-31.5453
2026-04-25,West,Kleingewerbe,CHARGE,3210,7264.1,439.3,186.711,26.3454,-160.3656,-112.2536,-48.1112
2026-04-25,West,Kleingewerbe,MAX_CHARGE,7918,33098.4,0,-2572.9037,0,2572.9037,1801.0191,771.8607
2026-04-25,West,Kleingewerbe,SELF_CONSUME,9416,6699.5,3004.3,557.4034,253.1556,-304.2478,-212.9907,-91.2731
2026-04-25,West,Privatkunde,CHARGE,13575,30457.4,1790.2,782.228,107.2752,-674.9528,-472.4528,-202.5009
2026-04-25,West,Privatkunde,MAX_CHARGE,33485,140269.9,0,-10911.3793,0,10911.3793,7637.9042,3273.3822
2026-04-25,West,Privatkunde,SELF_CONSUME,39820,28247.1,12458.6,2351.2182,1048.9543,-1302.2639,-911.621,-390.6986
2026-04-26,East,Gewerbekunde,CHARGE,264,796.7,11.9,16.8684,0.5083,-16.3601,-11.4534,-4.9085
2026-04-26,East,Gewerbekunde,DISCHARGE,616,75.7,1750,11.1358,267.3503,256.2145,179.3496,76.8673
2026-04-26,East,Gewerbekunde,MAX_CHARGE,1452,6111,0,-1140.2062,0,1140.2062,798.1396,342.0635
2026-04-26,East,Gewerbekunde,SELF_CONSUME,1892,1417,668.1,138.8671,70.4219,-68.4452,-47.9108,-20.53
2026-04-26,East,Kleingewerbe,CHARGE,906,2691.7,49.5,57.0339,2.114,-54.9199,-38.4457,-16.4742
2026-04-26,East,Kleingewerbe,DISCHARGE,2114,248.5,5863.8,36.8027,894.2811,857.4784,600.2331,257.254
2026-04-26,East,Kleingewerbe,MAX_CHARGE,4983,20850.7,0,-3901.548,0,3901.548,2731.0709,1170.4649
2026-04-26,East,Kleingewerbe,SELF_CONSUME,6493,4201.9,2570.3,409.204,267.6045,-141.5995,-99.1153,-42.4779
2026-04-26,East,Privatkunde,CHARGE,3678,10887.7,212.2,230.969,9.0623,-221.9067,-155.3476,-66.5681
2026-04-26,East,Privatkunde,DISCHARGE,8582,1040.3,24241.8,153.2443,3697.8574,3544.6131,2481.2191,1063.4225
2026-04-26,East,Privatkunde,MAX_CHARGE,20229,84781.6,0,-15863.752,0,15863.752,11104.5674,4759.133
2026-04-26,East,Privatkunde,SELF_CONSUME,26359,18300,10304.4,1782.8154,1080.2786,-702.5368,-491.7603,-210.7368
2026-04-26,North,Gewerbekunde,CHARGE,402,1207.6,20.2,25.6836,0.8627,-24.8209,-17.376,-7.4456
2026-04-26,North,Gewerbekunde,DISCHARGE,938,128.7,2682.7,18.8708,409.3217,390.4509,273.3131,117.1407
2026-04-26,North,Gewerbekunde,MAX_CHARGE,2211,9272,0,-1735.5555,0,1735.5555,1214.8785,520.6677
2026-04-26,North,Gewerbekunde,SELF_CONSUME,2881,2108.5,1082.3,206.4798,113.3201,-93.1597,-65.2092,-27.9456
2026-04-26,North,Kleingewerbe,CHARGE,966,2855.6,58,60.3007,2.4769,-57.8238,-40.4765,-17.345
2026-04-26,North,Kleingewerbe,DISCHARGE,2254,280.1,6495.2,41.1099,990.9311,949.8212,664.8734,284.9553
2026-04-26,North,Kleingewerbe,MAX_CHARGE,5313,22185.8,0,-4138.4013,0,4138.4013,2896.8634,1241.5233
2026-04-26,North,Kleingewerbe,SELF_CONSUME,6923,4792.5,2780,470.0849,290.3117,-179.7732,-125.839,-53.9239
2026-04-26,North,Privatkunde,CHARGE,4116,12237.5,220.8,259.8259,9.4299,-250.396,-175.2908,-75.115
2026-04-26,North,Privatkunde,DISCHARGE,9604,1241.4,27167.3,183.0968,4142.6388,3959.542,2771.6703,1187.9111
2026-04-26,North,Privatkunde,MAX_CHARGE,22638,94747.7,0,-17700.7995,0,17700.7995,12390.4917,5310.2525
2026-04-26,North,Privatkunde,SELF_CONSUME,29498,20344.2,11857.5,1984.7785,1239.4722,-745.3063,-521.706,-223.5577
2026-04-26,South,Gewerbekunde,CHARGE,450,1358.3,25.3,28.957,1.0804,-27.8766,-19.5144,-8.3628
2026-04-26,South,Gewerbekunde,DISCHARGE,1050,143.3,2933,21.0274,447.4693,426.4419,298.5083,127.9385
2026-04-26,South,Gewerbekunde,MAX_CHARGE,2475,10365.8,0,-1931.7839,0,1931.7839,1352.2409,579.5344
2026-04-26,South,Gewerbekunde,SELF_CONSUME,3225,2219.4,1249.3,217.794,130.9322,-86.8618,-60.7991,-26.0543
2026-04-26,South,Kleingewerbe,CHARGE,1272,3814.3,76.6,81.1223,3.2715,-77.8508,-54.5009,-23.3553
2026-04-26,South,Kleingewerbe,DISCHARGE,2968,379.5,8241.3,56.0949,1258.0648,1201.9699,841.3732,360.6054
2026-04-26,South,Kleingewerbe,MAX_CHARGE,6996,29181.7,0,-5457.6393,0,5457.6393,3820.3244,1637.2956
2026-04-26,South,Kleingewerbe,SELF_CONSUME,9116,6316.1,3564.5,613.5969,375.255,-238.3419,-166.8378,-71.4971
2026-04-26,South,Privatkunde,CHARGE,5010,14797.6,284.7,312.0842,12.1599,-299.9243,-209.969,-89.9752
2026-04-26,South,Privatkunde,DISCHARGE,11690,1431.4,32741.5,210.0497,4997.0153,4786.9656,3350.8598,1436.144
2026-04-26,South,Privatkunde,MAX_CHARGE,27555,115349.2,0,-21496.5276,0,21496.5276,15047.4895,6448.9676
2026-04-26,South,Privatkunde,SELF_CONSUME,35905,25169.4,13823,2457.305,1448.2074,-1009.0976,-706.3301,-302.6933
2026-04-26,West,Gewerbekunde,CHARGE,474,1437.4,14.5,30.6643,0.6191,-30.0452,-21.0329,-9.0132
2026-04-26,West,Gewerbekunde,DISCHARGE,1106,162,3149.6,23.9738,480.4801,456.5063,319.5538,136.9572
2026-04-26,West,Gewerbekunde,MAX_CHARGE,2607,10962.9,0,-2036.2876,0,2036.2876,1425.3939,610.8884
2026-04-26,West,Gewerbekunde,SELF_CONSUME,3397,2335.3,1365.1,228.0839,142.0522,-86.0317,-60.2198,-25.806
2026-04-26,West,Kleingewerbe,CHARGE,1284,3871.8,70.8,82.52,3.0239,-79.4961,-55.653,-23.8471
2026-04-26,West,Kleingewerbe,DISCHARGE,2996,396.9,8223.1,58.6756,1254.4086,1195.733,837.0087,358.7349
2026-04-26,West,Kleingewerbe,MAX_CHARGE,7062,29564.9,0,-5513.5769,0,5513.5769,3859.4835,1654.0772
2026-04-26,West,Kleingewerbe,SELF_CONSUME,9202,6460.4,3522.1,628.9135,371.7589,-257.1546,-180.0076,-77.1395
2026-04-26,West,Privatkunde,CHARGE,5430,16124.8,317,341.5646,13.5381,-328.0265,-229.6373,-98.4024
2026-04-26,West,Privatkunde,DISCHARGE,12670,1556.4,35903.2,229.3316,5479.9446,5250.613,3675.4148,1575.244
2026-04-26,West,Privatkunde,MAX_CHARGE,29865,125048.8,0,-23357.2098,0,23357.2098,16349.9676,7007.1884
2026-04-26,West,Privatkunde,SELF_CONSUME,38915,26772.8,15620.6,2607.7905,1640.4546,-967.3359,-677.1144,-290.165
2026-04-27,East,Gewerbekunde,CHARGE,572,1479.1,56.5,32.1776,2.8319,-29.3457,-20.5404,-8.8038
2026-04-27,East,Gewerbekunde,DISCHARGE,1056,169.1,2667.6,24.1886,459.6273,435.4387,304.8071,130.6366
2026-04-27,East,Gewerbekunde,MAX_CHARGE,616,2475.8,0,-0.8167,0,0.8167,0.5694,0.2402
2026-04-27,East,Gewerbekunde,SELF_CONSUME,1980,1211.2,1057.1,133.0602,123.3647,-9.6955,-6.7879,-2.9095
2026-04-27,East,Kleingewerbe,CHARGE,1963,4945.7,215.3,106.576,10.9442,-95.6318,-66.9382,-28.6869
2026-04-27,East,Kleingewerbe,DISCHARGE,3624,586.3,9408.4,83.4749,1619.2716,1535.7967,1075.0539,460.7593
2026-04-27,East,Kleingewerbe,MAX_CHARGE,2114,8557.8,0,-2.8475,0,2.8475,1.9867,0.8363
2026-04-27,East,Kleingewerbe,SELF_CONSUME,6795,3973.8,3790.3,437.5569,440.1143,2.5574,1.7903,0.7719
2026-04-27,East,Privatkunde,CHARGE,7969,19975.8,851.7,432.3744,42.5402,-389.8342,-272.8696,-116.9437
2026-04-27,East,Privatkunde,DISCHARGE,14712,2496.4,38079.2,355.8339,6561.9889,6206.155,4344.2918,1861.9168
2026-04-27,East,Privatkunde,MAX_CHARGE,8582,34680.5,0,-11.5548,0,11.5548,8.0602,3.3924
2026-04-27,East,Privatkunde,SELF_CONSUME,27585,16628.9,14851.1,1832.3039,1727.4172,-104.8867,-73.4107,-31.4538
2026-04-27,North,Gewerbekunde,CHARGE,871,2150.2,92.6,46.705,4.6134,-42.0916,-29.4625,-12.6266
2026-04-27,North,Gewerbekunde,DISCHARGE,1608,268,4143.9,38.2251,713.8754,675.6503,472.9554,202.7039
2026-04-27,North,Gewerbekunde,MAX_CHARGE,938,3767.4,0,-1.265,0,1.265,0.8832,0.3727
2026-04-27,North,Gewerbekunde,SELF_CONSUME,3015,1780.4,1668.3,196.069,194.0217,-2.0473,-1.4321,-0.6091
2026-04-27,North,Kleingewerbe,CHARGE,2093,5305.3,204.5,114.8434,10.1725,-104.6709,-73.2673,-31.3973
2026-04-27,North,Kleingewerbe,DISCHARGE,3864,690,9876,98.0812,1700.7885,1602.7073,1121.8935,480.8291
2026-04-27,North,Kleingewerbe,MAX_CHARGE,2254,9119.2,0,-3.0356,0,3.0356,2.1187,0.8928
2026-04-27,North,Kleingewerbe,SELF_CONSUME,7245,4331.9,3925.5,477.7001,456.3201,-21.38,-14.9615,-6.4121
2026-04-27,North,Privatkunde,CHARGE,8918,22298.9,853.3,483.2786,43.0522,-440.2264,-308.1446,-132.0588
2026-04-27,North,Privatkunde,DISCHARGE,16464,2755.4,42324.6,392.1304,7285.7915,6893.6611,4825.5465,2068.1756
2026-04-27,North,Privatkunde,MAX_CHARGE,9604,38643.9,0,-12.8472,0,12.8472,8.9604,3.7756
2026-04-27,North,Privatkunde,SELF_CONSUME,30870,18439.4,16526.5,2032.0017,1922.7336,-109.2681,-76.4679,-32.77
2026-04-27,South,Gewerbekunde,CHARGE,975,2439.9,109.7,52.2567,5.6689,-46.5878,-32.6115,-13.9764
2026-04-27,South,Gewerbekunde,DISCHARGE,1800,307.4,4545.9,43.9311,784.1709,740.2398,518.1657,222.0773
2026-04-27,South,Gewerbekunde,MAX_CHARGE,1050,4281.5,0,-1.4385,0,1.4385,1.0025,0.4223
2026-04-27,South,Gewerbekunde,SELF_CONSUME,3375,2182,1721.6,240.4739,201.0097,-39.4642,-27.6206,-11.8359
2026-04-27,South,Kleingewerbe,CHARGE,2756,6959.4,304.5,151.0591,14.7134,-136.3457,-95.4355,-40.9001
2026-04-27,South,Kleingewerbe,DISCHARGE,5088,890,13024.4,126.8422,2244.5007,2117.6585,1482.3595,635.3191
2026-04-27,South,Kleingewerbe,MAX_CHARGE,2968,12003.5,0,-3.9735,0,3.9735,2.7713,1.1687
2026-04-27,South,Kleingewerbe,SELF_CONSUME,9540,5744.7,5175.5,633.3739,602.3407,-31.0332,-21.7191,-9.3064
2026-04-27,South,Privatkunde,CHARGE,10855,27338.8,1107.3,598.2216,55.1072,-543.1144,-380.1573,-162.9193
2026-04-27,South,Privatkunde,DISCHARGE,20040,3431.5,51645.9,489.0345,8896.395,8407.3605,5885.1256,2522.3091
2026-04-27,South,Privatkunde,MAX_CHARGE,11690,47231.3,0,-15.7635,0,15.7635,10.9946,4.6292
2026-04-27,South,Privatkunde,SELF_CONSUME,37575,22723.6,20243.2,2503.0652,2357.5136,-145.5516,-101.88,-43.6576
2026-04-27,West,Gewerbekunde,CHARGE,1027,2538.9,114.6,53.8198,5.8962,-47.9236,-33.5453,-14.3773
2026-04-27,West,Gewerbekunde,DISCHARGE,1896,324.1,4833.8,46.1462,833.4935,787.3473,551.1442,236.2141
2026-04-27,West,Gewerbekunde,MAX_CHARGE,1106,4448.2,0,-1.4969,0,1.4969,1.0424,0.4404
2026-04-27,West,Gewerbekunde,SELF_CONSUME,3555,2183.2,1872.4,241.5526,217.5971,-23.9555,-16.7652,-7.1849
2026-04-27,West,Kleingewerbe,CHARGE,2782,7036.9,279.4,152.6114,14.4218,-138.1896,-96.7287,-41.4561
2026-04-27,West,Kleingewerbe,DISCHARGE,5136,884.9,13204.9,126.2232,2273.5976,2147.3744,1503.158,644.2379
2026-04-27,West,Kleingewerbe,MAX_CHARGE,2996,12091.3,0,-4.0349,0,4.0349,2.8171,1.1841
2026-04-27,West,Kleingewerbe,SELF_CONSUME,9630,5890.5,5140.5,649.3086,598.1649,-51.1437,-35.7984,-15.3389
2026-04-27,West,Privatkunde,CHARGE,11765,29635.5,1199,645.7381,60.1718,-585.5663,-409.8777,-175.6547
2026-04-27,West,Privatkunde,DISCHARGE,21720,3706.3,55809.4,528.7331,9616.7944,9088.0613,6361.6218,2726.5182
2026-04-27,West,Privatkunde,MAX_CHARGE,12670,51160.4,0,-17.012,0,17.012,11.8544,4.9956
2026-04-27,West,Privatkunde,SELF_CONSUME,40725,24438.2,21849.2,2691.1374,2543.0101,-148.1273,-103.6708,-44.4324
2026-04-28,East,Gewerbekunde,CHARGE,308,891,25.2,14.6816,1.1346,-13.547,-9.4827,-4.0632
2026-04-28,East,Gewerbekunde,DISCHARGE,44,31.7,14.5,4.2573,1.9475,-2.3098,-1.6168,-0.6929
2026-04-28,East,Gewerbekunde,MAX_CHARGE,1100,4596.5,0,-72.9081,0,72.9081,51.0353,21.8722
2026-04-28,East,Gewerbekunde,SELF_CONSUME,2772,1984,885.5,204.915,96.1528,-108.7622,-76.1362,-32.6295
2026-04-28,East,Kleingewerbe,CHARGE,1057,2911.4,97,44.7032,4.8514,-39.8518,-27.8962,-11.9494
2026-04-28,East,Kleingewerbe,DISCHARGE,151,87.4,51.2,11.7379,6.8764,-4.8615,-3.4028,-1.4588
2026-04-28,East,Kleingewerbe,MAX_CHARGE,3775,15533.4,0,-245.5571,0,245.5571,171.8875,73.6674
2026-04-28,East,Kleingewerbe,SELF_CONSUME,9513,6161,3071.4,635.5676,333.2035,-302.3641,-211.6566,-90.7093
2026-04-28,East,Privatkunde,CHARGE,4291,11928.2,404,184.4269,19.4516,-164.9753,-115.4787,-49.4731
2026-04-28,East,Privatkunde,DISCHARGE,613,356.6,205.1,47.8939,27.5471,-20.3468,-14.241,-6.1059
2026-04-28,East,Privatkunde,MAX_CHARGE,15325,63427.8,0,-1002.5145,0,1002.5145,701.7558,300.7601
2026-04-28,East,Privatkunde,SELF_CONSUME,38619,25225.8,12870.5,2600.1016,1396.0682,-1204.0334,-842.8317,-361.2058
2026-04-28,North,Gewerbekunde,CHARGE,469,1291.6,50.1,19.9892,2.4248,-17.5644,-12.2951,-5.2672
2026-04-28,North,Gewerbekunde,DISCHARGE,67,37.7,31,5.0629,4.1635,-0.8994,-0.6298,-0.2699
2026-04-28,North,Gewerbekunde,MAX_CHARGE,1675,6965.2,0,-111.1005,0,111.1005,77.7661,33.3309
2026-04-28,North,Gewerbekunde,SELF_CONSUME,4221,2876.3,1332.1,297.2072,144.3078,-152.8994,-107.031,-45.8723
2026-04-28,North,Kleingewerbe,CHARGE,1127,3134.6,118,48.3353,5.7219,-42.6134,-29.8288,-12.7804
2026-04-28,North,Kleingewerbe,DISCHARGE,161,100.9,55.8,13.5513,7.4947,-6.0566,-4.2394,-1.8171
2026-04-28,North,Kleingewerbe,MAX_CHARGE,4025,16641.4,0,-262.3897,0,262.3897,183.6713,78.7178
2026-04-28,North,Kleingewerbe,SELF_CONSUME,10143,6855.9,3286.6,708.2659,356.7447,-351.5212,-246.0636,-105.4574
2026-04-28,North,Privatkunde,CHARGE,4802,13368.9,468.6,208.3195,22.8951,-185.4244,-129.794,-55.6112
2026-04-28,North,Privatkunde,DISCHARGE,686,379.9,239.8,51.0228,32.2066,-18.8162,-13.1694,-5.6468
2026-04-28,North,Privatkunde,MAX_CHARGE,17150,70837.3,0,-1120.4852,0,1120.4852,784.3367,336.1441
2026-04-28,North,Privatkunde,SELF_CONSUME,43218,29076.3,14002.8,3002.6386,1514.9282,-1487.7104,-1041.4062,-446.3114
2026-04-28,South,Gewerbekunde,CHARGE,525,1453.1,49.8,22.182,2.4662,-19.7158,-13.8,-5.9138
2026-04-28,South,Gewerbekunde,DISCHARGE,75,42.7,21.9,5.7348,2.9414,-2.7934,-1.9552,-0.8383
2026-04-28,South,Gewerbekunde,MAX_CHARGE,1875,7702.4,0,-121.8029,0,121.8029,85.2619,36.5407
2026-04-28,South,Gewerbekunde,SELF_CONSUME,4725,3226.6,1467.9,333.8126,158.9335,-174.8791,-122.4211,-52.4645
2026-04-28,South,Kleingewerbe,CHARGE,1484,4111.7,152.9,63.579,7.4805,-56.0985,-39.2691,-16.8232
2026-04-28,South,Kleingewerbe,DISCHARGE,212,118.2,73.6,15.875,9.8848,-5.9902,-4.1924,-1.7979
2026-04-28,South,Kleingewerbe,MAX_CHARGE,5300,21935.3,0,-346.938,0,346.938,242.8502,104.0786
2026-04-28,South,Kleingewerbe,SELF_CONSUME,13356,8701.2,4378.7,897.3408,473.8399,-423.5009,-296.4514,-127.0485
2026-04-28,South,Privatkunde,CHARGE,5845,16054.4,559.1,245.8603,27.4885,-218.3718,-152.8569,-65.4876
2026-04-28,South,Privatkunde,DISCHARGE,835,514.6,248,69.1139,33.3079,-35.806,-25.0604,-10.7443
2026-04-28,South,Privatkunde,MAX_CHARGE,20875,86179.2,0,-1362.2968,0,1362.2968,953.5931,408.6886
2026-04-28,South,Privatkunde,SELF_CONSUME,52605,35171.4,16972.1,3636.9593,1839.5555,-1797.4038,-1258.1869,-539.2191
2026-04-28,West,Gewerbekunde,CHARGE,553,1539.7,47.8,23.9134,2.3885,-21.5249,-15.068,-6.4553
2026-04-28,West,Gewerbekunde,DISCHARGE,79,46.2,25.4,6.2048,3.411,-2.7938,-1.9552,-0.8382
2026-04-28,West,Gewerbekunde,MAX_CHARGE,1975,8151.1,0,-128.6767,0,128.6767,90.0733,38.6037
2026-04-28,West,Gewerbekunde,SELF_CONSUME,4977,3301.8,1588.4,340.1152,172.2228,-167.8924,-117.5272,-50.3716
2026-04-28,West,Kleingewerbe,CHARGE,1498,4132.1,132.5,63.2684,6.5744,-56.694,-39.6832,-17.003
2026-04-28,West,Kleingewerbe,DISCHARGE,214,111.7,71.8,15.002,9.6432,-5.3588,-3.7506,-1.6078
2026-04-28,West,Kleingewerbe,MAX_CHARGE,5350,22050.2,0,-348.9676,0,348.9676,244.2751,104.692
2026-04-28,West,Kleingewerbe,SELF_CONSUME,13482,8877.2,4384.1,917.3117,475.0613,-442.2504,-309.5786,-132.6803
2026-04-28,West,Privatkunde,CHARGE,6335,17512,573.4,270.3715,27.6575,-242.714,-169.8893,-72.7861
2026-04-28,West,Privatkunde,DISCHARGE,905,538.6,293.6,72.337,39.4334,-32.9036,-23.03,-9.873
2026-04-28,West,Privatkunde,MAX_CHARGE,22625,93470.4,0,-1477.5367,0,1477.5367,1034.2654,443.2664
2026-04-28,West,Privatkunde,SELF_CONSUME,57015,38300.6,18179.4,3957.3061,1970.5047,-1986.8014,-1390.7699,-596.0302
2026-04-29,East,Gewerbekunde,CHARGE,220,639.4,16.4,11.4785,0.6873,-10.7912,-7.5528,-3.2372
2026-04-29,East,Gewerbekunde,DISCHARGE,528,130.5,1144.8,19.206,167.0254,147.8194,103.4763,44.3467
2026-04-29,East,Gewerbekunde,MAX_CHARGE,1276,5379.3,0,-161.451,0,161.451,113.01,48.4329
2026-04-29,East,Gewerbekunde,SELF_CONSUME,2200,1557.2,835.2,161.4205,90.8414,-70.5791,-49.4047,-21.1725
2026-04-29,East,Kleingewerbe,CHARGE,755,2201,63.9,38.8607,2.6782,-36.1825,-25.3242,-10.8534
2026-04-29,East,Kleingewerbe,DISCHARGE,1812,493.1,3959.7,72.771,577.5393,504.7683,353.3461,151.4361
2026-04-29,East,Kleingewerbe,MAX_CHARGE,4379,18321,0,-548.3341,0,548.3341,383.8113,164.4977
2026-04-29,East,Kleingewerbe,SELF_CONSUME,7550,5401.3,2853.6,559.515,310.2412,-249.2738,-174.4935,-74.7824
2026-04-29,East,Privatkunde,CHARGE,3065,8925.7,208.4,159.5758,8.7366,-150.8392,-105.5777,-45.2457
2026-04-29,East,Privatkunde,DISCHARGE,7356,1842.7,16224.1,272.1858,2366.4574,2094.2716,1466.0188,628.3018
2026-04-29,East,Privatkunde,MAX_CHARGE,17777,74376.5,0,-2224.4444,0,2224.4444,1557.0162,667.3187
2026-04-29,East,Privatkunde,SELF_CONSUME,30650,22354.7,11691.9,2315.8292,1272.4745,-1043.3547,-730.3544,-313.0099
2026-04-29,North,Gewerbekunde,CHARGE,335,983.9,15.7,17.8781,0.6582,-17.2199,-12.0527,-5.1653
2026-04-29,North,Gewerbekunde,DISCHARGE,804,205.5,1754.2,30.5225,255.7361,225.2136,157.6526,67.5652
2026-04-29,North,Gewerbekunde,MAX_CHARGE,1943,8133.9,0,-244.0399,0,244.0399,170.8161,73.2112
2026-04-29,North,Gewerbekunde,SELF_CONSUME,3350,2577.5,1162.1,267.2929,126.5577,-140.7352,-98.5148,-42.2251
2026-04-29,North,Kleingewerbe,CHARGE,805,2341.1,50.4,41.9281,2.1127,-39.8154,-27.8674,-11.943
2026-04-29,North,Kleingewerbe,DISCHARGE,1932,478.6,4157.7,70.9187,606.1583,535.2396,374.6758,160.5775
2026-04-29,North,Kleingewerbe,MAX_CHARGE,4669,19624.1,0,-586.4881,0,586.4881,410.519,175.9468
2026-04-29,North,Kleingewerbe,SELF_CONSUME,8050,5709.8,3026.3,592.6892,327.817,-264.8722,-185.4082,-79.4652
2026-04-29,North,Privatkunde,CHARGE,3430,9983.7,226.8,178.9536,9.507,-169.4466,-118.5992,-50.8265
2026-04-29,North,Privatkunde,DISCHARGE,8232,1995.2,17973.4,294.198,2621.8656,2327.6676,1629.4026,698.323
2026-04-29,North,Privatkunde,MAX_CHARGE,19894,83145.8,0,-2486.2514,0,2486.2514,1740.265,745.8562
