DAY,REGION,CUSTOMER_TYPE,ACTIVE_VPP_DEVICES,AVG_BATTERY_SOC_PCT,AVG_SOLAR_KW,NET_GRID_KWH,AVG_PRICE_EUR_MWH,TOTAL_CUSTOMER_MARGIN_EUR,TOTAL_EPOWER_MARGIN_EUR,TOTAL_NET_MARGIN_EUR
2026-04-29,South,Gewerbekunde,75,64.925555556,1.859155556,9811.2,65.586770833,261.3386,112.0042,373.3503
2026-04-29,South,Kleingewerbe,212,64.848663522,1.873091588,27400.8,65.586770833,759.2764,325.4064,1084.7047
2026-04-29,South,Privatkunde,835,64.660878244,1.854507984,108357.2,65.586770833,2969.2844,1272.6169,4241.9536
2026-04-29,West,Gewerbekunde,79,64.699367089,1.872220464,9968.8,65.586770833,302.7559,129.7564,432.5168
2026-04-29,West,Kleingewerbe,214,64.62694704,1.857194315,27781.6,65.586770833,763.7292,327.3239,1091.0632
2026-04-29,West,Privatkunde,905,64.727209945,1.864069982,117163.6,65.586770833,3210.1313,1375.8162,4586.0137
2026-04-30,East,Gewerbekunde,44,61.868371212,1.869886364,4206,72.473229167,260.9282,111.8313,372.7651
2026-04-30,East,Kleingewerbe,151,62.031456954,1.843289183,14974.8,72.473229167,845.4511,362.3557,1207.8112
2026-04-30,East,Privatkunde,613,62.099034802,1.848086596,61537.6,72.473229167,3437.8011,1473.4226,4911.2428
2026-04-30,North,Gewerbekunde,67,61.929104478,1.796654229,6828.8,72.473229167,363.2329,155.6786,518.9138
2026-04-30,North,Kleingewerbe,161,62.197981366,1.846653727,15834,72.473229167,929.8364,398.5272,1328.3715
2026-04-30,North,Privatkunde,686,62.113398931,1.866277332,69235.2,72.473229167,3814.563,1634.9032,5449.489
2026-04-30,South,Gewerbekunde,75,62.230555556,1.886011111,7671.2,72.473229167,409.3086,175.4291,584.7391
2026-04-30,South,Kleingewerbe,212,62.135613208,1.856324686,21866.8,72.473229167,1142.8892,489.8313,1632.721
2026-04-30,South,Privatkunde,835,62.131487026,1.855679142,83965.2,72.473229167,4678.8476,2005.3272,6684.2038
2026-04-30,West,Gewerbekunde,79,62.094936709,1.825870253,7687.2,72.473229167,459.304,196.8569,656.1582
2026-04-30,West,Kleingewerbe,214,62.127336449,1.836919782,21361.2,72.473229167,1220.8395,523.247,1744.1014
2026-04-30,West,Privatkunde,905,62.130156538,1.867191989,90642.4,72.473229167,5099.5418,2185.6505,7285.2271
2026-05-01,East,Gewerbekunde,44,65.034090909,1.889232955,5652.4,-1.6275,1026.295,439.8454,1466.1277
2026-05-01,East,Kleingewerbe,151,64.977649007,1.862737307,19892.8,-1.6275,3488.9028,1495.2613,4984.1419
2026-05-01,East,Privatkunde,613,64.849918434,1.876175231,79532.4,-1.6275,14249.1981,6106.8667,20355.9426
2026-05-01,North,Gewerbekunde,67,64.791044776,1.861965174,8886.4,-1.6275,1540.1047,660.0551,2200.1403
2026-05-01,North,Kleingewerbe,161,64.747412008,1.853964803,21245.2,-1.6275,3714.1654,1591.7977,5305.928
2026-05-01,North,Privatkunde,686,64.893707483,1.868163265,89230,-1.6275,15980.6179,6848.9002,22829.3824
2026-05-01,South,Gewerbekunde,75,64.848333333,1.82495,9973.2,-1.6275,1743.2822,747.1282,2490.3938
2026-05-01,South,Kleingewerbe,212,64.888561321,1.85886989,27936.8,-1.6275,4894.3307,2097.5895,6991.8737
2026-05-01,South,Privatkunde,835,64.90249501,1.858913174,109213.2,-1.6275,19307.6768,8274.8124,27582.3226
2026-05-01,West,Gewerbekunde,79,64.977320675,1.89410865,10342.8,-1.6275,1812.0989,776.6216,2588.7018
2026-05-01,West,Kleingewerbe,214,64.855140187,1.86967095,28386.8,-1.6275,4954.7472,2123.4928,7078.201
2026-05-01,West,Privatkunde,905,64.864088398,1.865959484,118771.6,-1.6275,20939.9995,8974.3686,29914.2123
2026-05-02,East,Gewerbekunde,44,62.828598485,1.879810606,4664,59.521354167,416.3333,178.4388,594.7725
2026-05-02,East,Kleingewerbe,151,62.830022075,1.826683223,16706.8,59.521354167,1336.102,572.6515,1908.7373
2026-05-02,East,Privatkunde,613,62.808727569,1.856977297,66177.2,59.521354167,5580.0839,2391.6168,7971.61
2026-05-02,North,Gewerbekunde,67,62.708955224,1.876038557,7448.4,59.521354167,596.3113,255.5722,851.8746
2026-05-02,North,Kleingewerbe,161,62.977743271,1.879039855,17114,59.521354167,1489.8464,638.5437,2128.3656
2026-05-02,North,Privatkunde,686,62.766520894,1.869523202,74328,59.521354167,6206.8781,2660.2515,8867.0319
2026-05-02,South,Gewerbekunde,75,62.703888889,1.889627778,8118,59.521354167,672.7447,288.3409,961.0761
2026-05-02,South,Kleingewerbe,212,62.752948113,1.879435928,23226.4,59.521354167,1895.7842,812.5253,2708.2781
2026-05-02,South,Privatkunde,835,62.849351297,1.859047405,91432.8,59.521354167,7453.1372,3194.3966,10647.4466
2026-05-02,West,Gewerbekunde,79,62.973101266,1.891155063,8282,59.521354167,728.2024,312.1073,1040.2988
2026-05-02,West,Kleingewerbe,214,62.761098131,1.87296729,23469.6,59.521354167,1918.3702,822.2055,2740.5472
2026-05-02,West,Privatkunde,905,62.806860037,1.867695672,96813.6,59.521354167,8248.2058,3535.1546,11783.2521
2026-05-03,East,Gewerbekunde,44,61.660037879,1.892367424,4141.6,74.494479167,143.8654,61.6547,205.5202
2026-05-03,East,Kleingewerbe,151,61.855960265,1.875855408,14580.8,74.494479167,461.0707,197.5974,658.6712
2026-05-03,East,Privatkunde,613,61.613036977,1.875572322,58023.6,74.494479167,1940.6551,831.6828,2772.3366
2026-05-03,North,Gewerbekunde,67,61.495646766,1.87699005,6479.6,74.494479167,202.6527,86.8484,289.4976
2026-05-03,North,Kleingewerbe,161,61.533126294,1.868791408,15310.8,74.494479167,497.581,213.2419,710.8238
2026-05-03,North,Privatkunde,686,61.660228377,1.853010811,65610,74.494479167,2092.7898,896.8848,2989.6702
2026-05-03,South,Gewerbekunde,75,61.321666667,1.858794444,6911.6,74.494479167,247.6549,106.1361,353.7919
2026-05-03,South,Kleingewerbe,212,61.515330189,1.880324292,20137.2,74.494479167,665.0045,284.9979,949.9909
2026-05-03,South,Privatkunde,835,61.553493014,1.854848303,78808.4,74.494479167,2685.2398,1150.8126,3836.002
2026-05-03,West,Gewerbekunde,79,61.577531646,1.848481013,7784,74.494479167,224.3517,96.1451,320.4928
2026-05-03,West,Kleingewerbe,214,61.570093458,1.875625,20044,74.494479167,691.1657,296.2005,987.3661
2026-05-03,West,Privatkunde,905,61.613213628,1.858804328,86604.8,74.494479167,2796.8561,1198.6245,3995.4583
2026-05-04,East,Gewerbekunde,44,41.668560606,1.7925,-5506.8,132.387708333,701.7789,300.7692,1002.5351
2026-05-04,East,Kleingewerbe,151,41.929359823,1.872091611,-18821.2,132.387708333,2384.1676,1021.8021,3405.9213
2026-05-04,East,Privatkunde,613,41.789083741,1.858516857,-76622,132.387708333,9713.7518,4163.1108,13876.6557
2026-05-04,North,Gewerbekunde,67,42.013681592,1.817643035,-8530.4,132.387708333,1077.8267,461.934,1539.7426
2026-05-04,North,Kleingewerbe,161,41.928830228,1.867963251,-20079.6,132.387708333,2548.7456,1092.3432,3641.0389
2026-05-04,North,Privatkunde,686,41.96659378,1.864432094,-85629.2,132.387708333,10863.019,4655.6629,15518.4435
2026-05-04,South,Gewerbekunde,75,41.753333333,1.849372222,-9480.8,132.387708333,1202.6453,515.4257,1718.0412
2026-05-04,South,Kleingewerbe,212,42.005110063,1.848970126,-26410.4,132.387708333,3356.799,1438.6592,4795.3887
2026-05-04,South,Privatkunde,835,41.768812375,1.862289421,-106062.8,132.387708333,13392.8657,5739.9102,19132.4879
2026-05-04,West,Gewerbekunde,79,41.772151899,1.823169831,-9888.4,132.387708333,1249.7341,535.6074,1785.3212
2026-05-04,West,Kleingewerbe,214,41.746300623,1.849805296,-26968,132.387708333,3411.7247,1462.1959,4873.847
2026-05-04,West,Privatkunde,905,41.955248619,1.856690608,-113794,132.387708333,14467.3291,6200.3948,20667.4216
2026-05-05,East,Gewerbekunde,44,43.465909091,1.875757576,-5021.6,127.759791667,542.6092,232.5517,775.1555
2026-05-05,East,Kleingewerbe,151,43.112030905,1.862806291,-16868.4,127.759791667,1833.3444,785.7267,2619.0591
2026-05-05,East,Privatkunde,613,43.131933116,1.864849103,-67879.6,127.759791667,7382.6524,3164.033,10546.6813
2026-05-05,North,Gewerbekunde,67,42.907338308,1.861063433,-7295.2,127.759791667,797.4201,341.7533,1139.1781
2026-05-05,North,Kleingewerbe,161,43.199534161,1.866011905,-17824.8,127.759791667,1948.3636,835.0214,2783.3851
2026-05-05,North,Privatkunde,686,43.220724004,1.859675656,-76251.2,127.759791667,8295.0635,3555.0814,11850.1008
2026-05-05,South,Gewerbekunde,75,43.142222222,1.857922222,-8264,127.759791667,897.2014,384.5172,1281.7159
2026-05-05,South,Kleingewerbe,212,43.266902516,1.86348467,-23864,127.759791667,2594.8763,1112.1023,3706.9712
2026-05-05,South,Privatkunde,835,43.186976048,1.878960579,-93800.8,127.759791667,10198.9049,4371.0088,14569.8788
2026-05-05,West,Gewerbekunde,79,42.690400844,1.846492616,-8879.2,127.759791667,966.2442,414.108,1380.3545
2026-05-05,West,Kleingewerbe,214,43.280568536,1.835562695,-23559.2,127.759791667,2570.176,1101.5107,3671.6779
2026-05-05,West,Privatkunde,905,43.143416206,1.860478821,-100773.6,127.759791667,10973.9794,4703.1925,15677.136
2026-05-06,East,Gewerbekunde,44,44.84375,1.895842803,-4252,122.751770833,447.3754,191.7375,639.0976
2026-05-06,East,Kleingewerbe,151,44.41307947,1.86910596,-14744.4,122.751770833,1549.8649,664.241,2214.0519
2026-05-06,East,Privatkunde,613,44.545880914,1.867521071,-58362.8,122.751770833,6180.0895,2648.6703,8828.5646
2026-05-06,North,Gewerbekunde,67,44.316542289,1.866915423,-6409.2,122.751770833,674.7506,289.1854,963.9181
2026-05-06,North,Kleingewerbe,161,44.396480331,1.843377329,-15336,122.751770833,1619.4841,694.0738,2313.5068
2026-05-06,North,Privatkunde,686,44.467201166,1.858148688,-65801.6,122.751770833,6948.4837,2978.0036,9926.252
2026-05-06,South,Gewerbekunde,75,44.67,1.896838889,-6716,122.751770833,720.3718,308.7365,1029.0828
2026-05-06,South,Kleingewerbe,212,44.506092767,1.867376179,-20094.4,122.751770833,2130.9855,913.3031,3044.2217
2026-05-06,South,Privatkunde,835,44.633233533,1.859600798,-78511.6,122.751770833,8317.3341,3564.6716,11881.7299
2026-05-06,West,Gewerbekunde,79,44.179852321,1.881023207,-7518.4,122.751770833,789.4475,338.3451,1127.7667
2026-05-06,West,Kleingewerbe,214,44.481503115,1.846999611,-20930.8,122.751770833,2207.688,946.1765,3153.7917
2026-05-06,West,Privatkunde,905,44.482504604,1.861060773,-87360.8,122.751770833,9230.1958,3955.8954,13185.7861
2026-05-07,East,Gewerbekunde,44,40.869318182,1.887395833,-6212,136.417916667,718.2247,307.8122,1026.0277
2026-05-07,East,Kleingewerbe,151,40.676324503,1.843165011,-20762.8,136.417916667,2420.198,1037.2215,3457.3884
2026-05-07,East,Privatkunde,613,40.576468189,1.858656199,-87088.4,136.417916667,10117.4965,4336.0682,14453.4749
2026-05-07,North,Gewerbekunde,67,40.565298507,1.841063433,-9379.6,136.417916667,1095.4268,469.4696,1564.8837
2026-05-07,North,Kleingewerbe,161,40.69384058,1.866770186,-22452.8,136.417916667,2621.1165,1123.3376,3744.4248
2026-05-07,North,Privatkunde,686,40.595784742,1.863084913,-96159.6,136.417916667,11192.5872,4796.8277,15989.315
2026-05-07,South,Gewerbekunde,75,40.837777778,1.849911111,-10500.4,136.417916667,1218.855,522.3657,1741.2116
2026-05-07,South,Kleingewerbe,212,40.619103774,1.847553066,-29758.4,136.417916667,3471.8829,1487.9443,4959.7919
2026-05-07,South,Privatkunde,835,40.553193613,1.863071856,-117278.4,136.417916667,13620.5606,5837.3876,19457.8263
2026-05-07,West,Gewerbekunde,79,40.980485232,1.826545359,-11042.4,136.417916667,1285.7508,551.0369,1836.7763
2026-05-07,West,Kleingewerbe,214,40.60864486,1.852180685,-30073.2,136.417916667,3502.241,1500.9601,5003.1577
2026-05-07,West,Privatkunde,905,40.585773481,1.861673573,-127475.6,136.417916667,14828.3311,6355.0043,21183.1939
2026-05-08,East,Gewerbekunde,44,50.077651515,1.788598485,-1284.4,113.817708333,240.1876,102.9469,343.1265
2026-05-08,East,Kleingewerbe,151,50.271247241,1.886233444,-4423.6,113.817708333,829.5823,355.5598,1185.1226
2026-05-08,East,Privatkunde,613,50.294657423,1.844248912,-17787.6,113.817708333,3356.0507,1438.395,4794.3356
2026-05-08,North,Gewerbekunde,67,50.347014925,1.798855721,-1751.2,113.817708333,355.6804,152.4459,508.1074
2026-05-08,North,Kleingewerbe,161,50.59989648,1.829868012,-5198.8,113.817708333,933.4614,400.0783,1333.5166
2026-05-08,North,Privatkunde,686,50.349064626,1.877120384,-21049.6,113.817708333,3859.0432,1653.9836,5512.9284
2026-05-08,South,Gewerbekunde,75,50.533333333,1.835733333,-2455.2,113.817708333,432.4222,185.3394,617.7419
2026-05-08,South,Kleingewerbe,212,50.477987421,1.836328616,-6687.2,113.817708333,1203.7169,515.9145,1719.6024
2026-05-08,South,Privatkunde,835,50.389870259,1.8730499,-25660.4,113.817708333,4684.8116,2007.9144,6692.5859
2026-05-08,West,Gewerbekunde,79,50.425632911,1.883349156,-2279.6,113.817708333,436.308,186.9975,623.2935
2026-05-08,West,Kleingewerbe,214,50.260514019,1.858169782,-6569.2,113.817708333,1213.649,520.1703,1733.782
2026-05-08,West,Privatkunde,905,50.423066298,1.867335175,-26868.4,113.817708333,5025.7704,2154.0449,7179.6725
2026-05-09,East,Gewerbekunde,44,60.026515152,1.900643939,3421.6,88.434375,155.6932,66.7198,222.4192
2026-05-09,East,Kleingewerbe,151,59.974613687,1.895717439,11550,88.434375,521.8236,223.6249,745.4536
2026-05-09,East,Privatkunde,613,59.764681892,1.852718189,47796,88.434375,2083.6367,892.938,2976.58
2026-05-09,North,Gewerbekunde,67,59.683457711,1.836218905,5343.2,88.434375,214.898,92.0914,306.9929
2026-05-09,North,Kleingewerbe,161,59.824534161,1.863830228,12306.4,88.434375,584.8419,250.6251,835.4701
2026-05-09,North,Privatkunde,686,59.903729349,1.854184281,51808.8,88.434375,2462.4321,1055.2602,3517.6761
2026-05-09,South,Gewerbekunde,75,59.935,1.829305556,5403.6,88.434375,290.6774,124.5628,415.2409
2026-05-09,South,Kleingewerbe,212,60.046187107,1.853773585,15821.2,88.434375,783.5634,335.7944,1119.3527
2026-05-09,South,Privatkunde,835,59.827694611,1.858586327,63925.6,88.434375,2944.6004,1261.8791,4206.4713
2026-05-09,West,Gewerbekunde,79,59.987869198,1.852373418,5938.8,88.434375,288.3734,123.5842,411.956
2026-05-09,West,Kleingewerbe,214,59.899727414,1.864349688,16126.8,88.434375,775.8415,332.4874,1108.3297
2026-05-09,West,Privatkunde,905,59.911970534,1.85447744,67925.2,88.434375,3298.0304,1413.3453,4711.3791
2026-05-10,East,Gewerbekunde,44,65.682765152,1.896941288,6271.6,76.156979167,-65.1339,-27.915,-93.0476
2026-05-10,East,Kleingewerbe,151,65.616169978,1.857831126,21348.8,76.156979167,-208.492,-89.3599,-297.8377
2026-05-10,East,Privatkunde,613,65.651712887,1.870199157,86122.4,76.156979167,-843.2639,-361.4189,-1204.6121
2026-05-10,North,Gewerbekunde,67,65.564676617,1.86840796,9501.6,76.156979167,-97.4903,-41.7817,-139.2654
2026-05-10,North,Kleingewerbe,161,65.32505176,1.863835404,22238.8,76.156979167,-197.8524,-84.7974,-282.6226
2026-05-10,North,Privatkunde,686,65.531887755,1.849601555,95501.2,76.156979167,-853.7605,-365.9272,-1219.5949
2026-05-10,South,Gewerbekunde,75,65.617222222,1.865938889,10370.8,76.156979167,-91.4351,-39.1919,-130.6188
2026-05-10,South,Kleingewerbe,212,65.763757862,1.872551101,29386.8,76.156979167,-264.625,-113.4178,-378.0188
2026-05-10,South,Privatkunde,835,65.521756487,1.866786427,117134.4,76.156979167,-1156.8338,-495.8118,-1652.5772
2026-05-10,West,Gewerbekunde,79,65.424578059,1.860300633,11095.6,76.156979167,-104.4965,-44.7874,-149.2778
2026-05-10,West,Kleingewerbe,214,65.621300623,1.869643692,30074,76.156979167,-304.5887,-130.5437,-435.1077
2026-05-10,West,Privatkunde,905,65.596731123,1.850337937,125660.8,76.156979167,-1130.6386,-484.5995,-1615.1404
2026-05-11,East,Gewerbekunde,44,47.112689394,1.849261364,-2581.2,117.723958333,272.9791,116.9875,389.9629
2026-05-11,East,Kleingewerbe,151,47.08692053,1.915309051,-10180.8,117.723958333,1049.3609,449.7168,1499.0655
2026-05-11,East,Privatkunde,613,47.120717781,1.870846248,-40893.6,117.723958333,4229.2993,1812.5245,6041.7735
2026-05-11,North,Gewerbekunde,67,47.305970149,1.852618159,-4623.2,117.723958333,476.5552,204.2354,680.7783
2026-05-11,North,Kleingewerbe,161,47.21557971,1.851770186,-10627.2,117.723958333,1097.8802,470.5131,1568.38
2026-05-11,North,Privatkunde,686,47.201348397,1.852190233,-44699.2,117.723958333,4630.2722,1984.353,6614.5761
2026-05-11,South,Gewerbekunde,75,46.933888889,1.825361111,-4884.4,117.723958333,508.3184,217.8477,726.1606
2026-05-11,South,Kleingewerbe,212,47.149960692,1.86240173,-14026.8,117.723958333,1453.8861,623.0828,2076.9565
2026-05-11,South,Privatkunde,835,47.155638723,1.856080838,-54916.4,117.723958333,5688.7044,2437.9827,8126.5942
2026-05-11,West,Gewerbekunde,79,47.157172996,1.864868143,-4918,117.723958333,511.8728,219.3669,731.2278
2026-05-11,West,Kleingewerbe,214,46.959696262,1.885992991,-14896.8,117.723958333,1525.8379,653.9189,2179.7353
2026-05-11,West,Privatkunde,905,47.173388582,1.878782228,-60927.6,117.723958333,6291.4724,2696.304,8987.681
2026-05-12,East,Gewerbekunde,44,55.577651515,1.922471591,1058.8,94.397291667,105.9859,45.4268,151.4037
2026-05-12,East,Kleingewerbe,151,55.108719647,1.8485734,3455.2,94.397291667,398.1806,170.6546,568.7984
2026-05-12,East,Privatkunde,613,55.165035345,1.849006253,15065.2,94.397291667,1527.2993,654.6031,2181.809
2026-05-12,North,Gewerbekunde,67,55.367537313,1.880466418,1731.6,94.397291667,159.8468,68.5049,228.3395
2026-05-12,North,Kleingewerbe,161,55.028467909,1.8338794,3896.4,94.397291667,398.3523,170.7375,569.054
2026-05-12,North,Privatkunde,686,55.153364917,1.869175777,16303.6,94.397291667,1773.8083,760.2437,2533.9197
2026-05-12,South,Gewerbekunde,75,55.519444444,1.884905556,1587.2,94.397291667,203.8197,87.3546,291.1551
2026-05-12,South,Kleingewerbe,212,55.276926101,1.876782626,5292.8,94.397291667,504.6737,216.3003,720.9392
2026-05-12,South,Privatkunde,835,55.11751497,1.860321856,19459.2,94.397291667,2153.0748,922.7995,3075.7332
2026-05-12,West,Gewerbekunde,79,55.110232068,1.879957806,2168,94.397291667,180.0014,77.153,257.1413
2026-05-12,West,Kleingewerbe,214,54.942951713,1.861304517,4734.4,94.397291667,569.5741,244.1236,813.6557
2026-05-12,West,Privatkunde,905,55.079005525,1.861632597,20820.8,94.397291667,2335.4468,1000.9607,3336.2361
2026-05-13,East,Gewerbekunde,44,45.893939394,1.885852273,-3706,114.866979167,401.7453,172.1806,573.9208
2026-05-13,East,Kleingewerbe,151,45.961092715,1.878719647,-12121.6,114.866979167,1343.3166,575.7183,1919.0151
2026-05-13,East,Privatkunde,613,45.740891789,1.853344889,-49182.4,114.866979167,5450.4652,2335.9617,7786.3648
2026-05-13,North,Gewerbekunde,67,45.973880597,1.884577114,-5507.2,114.866979167,603.0125,258.4394,861.4462
2026-05-13,North,Kleingewerbe,161,45.823498965,1.845292443,-13281.6,114.866979167,1463.945,627.4145,2091.3334
2026-05-13,North,Privatkunde,686,45.83776725,1.870634111,-56238.8,114.866979167,6196.0565,2655.5297,8851.4955
2026-05-13,South,Gewerbekunde,75,45.974444444,1.903461111,-5962.4,114.866979167,666.0918,285.474,951.5598
2026-05-13,South,Kleingewerbe,212,45.927869497,1.845947327,-16965.6,114.866979167,1879.6183,805.5744,2685.1658
2026-05-13,South,Privatkunde,835,45.955239521,1.864753493,-68416,114.866979167,7539.7172,3231.3758,10771.0135
2026-05-13,West,Gewerbekunde,79,45.671413502,1.93189346,-6532,114.866979167,720.6228,308.8458,1029.4682
2026-05-13,West,Kleingewerbe,214,45.836448598,1.850755452,-17802,114.866979167,1960.2344,840.1262,2800.3333
2026-05-13,West,Privatkunde,905,45.791390424,1.866165746,-72704.4,114.866979167,8036.1288,3444.1534,11480.1804
2026-05-14,East,Gewerbekunde,44,53.671401515,1.88219697,62,95.561458333,325.408,139.4654,464.8722
2026-05-14,East,Kleingewerbe,151,53.344094923,1.85834713,468,95.561458333,1082.236,463.8421,1546.0648
2026-05-14,East,Privatkunde,613,53.321506253,1.870562126,1632.8,95.561458333,4394.953,1883.6222,6278.5616
2026-05-14,North,Gewerbekunde,67,53.278606965,1.84710199,194,95.561458333,483.7303,207.3214,691.0483
2026-05-14,North,Kleingewerbe,161,53.258281573,1.899029503,671.2,95.561458333,1139.7665,488.4869,1628.2529
2026-05-14,North,Privatkunde,686,53.466775996,1.862355442,1334,95.561458333,4974.4466,2131.9833,7106.3921
2026-05-14,South,Gewerbekunde,75,53.645,1.861094444,230.8,95.561458333,539.4279,231.1908,770.6166
2026-05-14,South,Kleingewerbe,212,53.56918239,1.853759827,983.6,95.561458333,1481.4021,634.9064,2116.3029
2026-05-14,South,Privatkunde,835,53.43752495,1.857105788,2736.4,95.561458333,5969.4834,2558.4309,8527.9091
2026-05-14,West,Gewerbekunde,79,53.191455696,1.897695148,268.4,95.561458333,567.3335,243.1456,810.4834
2026-05-14,West,Kleingewerbe,214,53.246690031,1.843845405,624.4,95.561458333,1534.7218,657.7585,2192.4771
2026-05-14,West,Privatkunde,905,53.359898711,1.835485267,2522.4,95.561458333,6512.2958,2791.0942,9303.3558
2026-05-15,East,Gewerbekunde,44,51.484848485,1.836363636,-978.8,109.081354167,291.0373,124.7327,415.7627
2026-05-15,East,Kleingewerbe,151,51.398454746,1.829288079,-3442.4,109.081354167,998.0621,427.742,1425.7768
2026-05-15,East,Privatkunde,613,51.262914628,1.839821234,-12212.8,109.081354167,3956.1211,1695.4784,5651.4697
2026-05-15,North,Gewerbekunde,67,51.085820896,1.866666667,-1487.6,109.081354167,445.4332,190.903,636.3226
2026-05-15,North,Kleingewerbe,161,51.232142857,1.871239648,-3012.4,109.081354167,1016.681,435.7276,1452.3791
2026-05-15,North,Privatkunde,686,51.272959184,1.877004373,-14454.8,109.081354167,4467.2682,1914.5415,6381.6763
2026-05-15,South,Gewerbekunde,75,50.738888889,1.844305556,-1566,109.081354167,489.6988,209.8701,699.5559
2026-05-15,South,Kleingewerbe,212,51.008254717,1.891595912,-4310,109.081354167,1361.8997,583.6689,1945.5283
2026-05-15,South,Privatkunde,835,51.226197605,1.862916168,-17335.6,109.081354167,5414.527,2320.5152,7734.8582
2026-05-15,West,Gewerbekunde,79,51.436708861,1.874651899,-1703.2,109.081354167,514.7079,220.589,735.2824
2026-05-15,West,Kleingewerbe,214,51.40771028,1.871514798,-4230.4,109.081354167,1370.8614,587.5174,1958.3277
2026-05-15,West,Privatkunde,905,51.31781768,1.852611878,-18944.4,109.081354167,5884.9911,2522.1542,8406.9558
2026-05-16,East,Gewerbekunde,44,62.448863636,1.870909091,4658,78.0896875,94.1836,40.3718,134.5509
2026-05-16,East,Kleingewerbe,151,62.605408389,1.877800773,15802.8,78.0896875,352.725,151.1957,503.9073
2026-05-16,East,Privatkunde,613,62.728452964,1.851286025,65126,78.0896875,1373.2258,588.6448,1961.8452
2026-05-16,North,Gewerbekunde,67,62.800373134,1.902220149,7067.2,78.0896875,161.0406,69.0303,230.0673
2026-05-16,North,Kleingewerbe,161,62.533902692,1.878946687,17517.2,78.0896875,338.1222,144.9453,483.0548
2026-05-16,North,Privatkunde,686,62.703595724,1.864797133,73022.4,78.0896875,1522.3114,652.5512,2174.8086
2026-05-16,South,Gewerbekunde,75,62.594444444,1.905111111,8065.2,78.0896875,166.4537,71.3524,237.8004
2026-05-16,South,Kleingewerbe,212,62.555227987,1.882488208,23073.2,78.0896875,435.7716,186.8023,622.5491
2026-05-16,South,Privatkunde,835,62.865968064,1.875211078,89793.6,78.0896875,1805.8128,774.0701,2579.8593
2026-05-16,West,Gewerbekunde,79,62.978902954,1.849931435,8358.8,78.0896875,176.6394,75.7152,252.3526
2026-05-16,West,Kleingewerbe,214,62.5625,1.86394081,22912,78.0896875,452.1918,193.84,646.0128
2026-05-16,West,Privatkunde,905,62.768646409,1.853337477,97139.2,78.0896875,1977.0458,847.4983,2824.4748
2026-05-17,East,Gewerbekunde,44,56.926136364,1.830899621,1714,83.580208333,299.9129,128.533,428.4441
2026-05-17,East,Kleingewerbe,151,56.908112583,1.8374117,6225.6,83.580208333,1016.6065,435.6865,1452.2789
2026-05-17,East,Privatkunde,613,56.892264818,1.862279772,26062,83.580208333,4049.8314,1735.6364,5785.4281
2026-05-17,North,Gewerbekunde,67,56.857587065,1.882350746,2724,83.580208333,450.9819,193.273,644.2527
2026-05-17,North,Kleingewerbe,161,56.877070393,1.876736542,6912.8,83.580208333,1075.4479,460.9041,1536.3397
2026-05-17,North,Privatkunde,686,56.900631681,1.879376822,28634,83.580208333,4582.1985,1963.7915,6545.9509
2026-05-17,South,Gewerbekunde,75,57.132777778,1.829261111,3210.4,83.580208333,503.2297,215.6673,718.8909
2026-05-17,South,Kleingewerbe,212,57.035180818,1.885980739,9077.6,83.580208333,1427.738,611.8917,2039.6108
2026-05-17,South,Privatkunde,835,56.942814371,1.865372754,34882.4,83.580208333,5618.7713,2408.0381,8026.769
2026-05-17,West,Gewerbekunde,79,56.859704641,1.811529536,3481.6,83.580208333,518.4079,222.1728,740.5758
2026-05-17,West,Kleingewerbe,214,57.112733645,1.849639798,9031.6,83.580208333,1416.6708,607.1382,2023.7956
2026-05-17,West,Privatkunde,905,56.883655617,1.865103131,39032,83.580208333,5972.3077,2559.5337,8531.8106
2026-05-18,East,Gewerbekunde,44,37.800189394,1.893106061,-7487.2,140.178854167,890.3289,381.5709,1271.8899
2026-05-18,East,Kleingewerbe,151,37.980960265,1.833733444,-25915.2,140.178854167,3055.9855,1309.7118,4365.6673
2026-05-18,East,Privatkunde,613,37.909597607,1.870003399,-105638,140.178854167,12435.5409,5329.5666,17764.9786
2026-05-18,North,Gewerbekunde,67,37.635572139,1.892481343,-11598,140.178854167,1374.1867,588.9382,1963.1102
2026-05-18,North,Kleingewerbe,161,37.831004141,1.856299172,-27682.8,140.178854167,3272.6428,1402.5623,4675.1715
2026-05-18,North,Privatkunde,686,38.017371234,1.869695092,-118062.8,140.178854167,13893.2683,5954.3052,19847.4188
2026-05-18,South,Gewerbekunde,75,38.381666667,1.824822222,-13119.2,140.178854167,1536.4884,658.5011,2194.979
2026-05-18,South,Kleingewerbe,212,37.855542453,1.865288915,-36030,140.178854167,4250.8147,1821.7911,6072.5555
2026-05-18,South,Privatkunde,835,37.973353293,1.859102794,-143096.4,140.178854167,16856.2444,7224.1785,24080.2348
2026-05-18,West,Gewerbekunde,79,38.004219409,1.846466245,-13472,140.178854167,1594.8949,683.5338,2278.4086
2026-05-18,West,Kleingewerbe,214,38.018107477,1.872048287,-37419.2,140.178854167,4393.0083,1882.7395,6275.6923
2026-05-18,West,Privatkunde,905,37.956353591,1.864148711,-154917.6,140.178854167,18303.7282,7844.5158,26148.0463
2026-05-19,East,Gewerbekunde,44,38.009469697,1.867168561,-7418.4,125.958958333,799.9301,342.8313,1142.7481
